adsh	cik	name	sic	countryba	stprba	cityba	zipba	bas1	bas2	baph	countryma	stprma	cityma	zipma	mas1	mas2	countryinc	stprinc	ein	former	changed	afs	wksi	fye	form	period	fy	fp	filed	accepted	prevrpt	detail	instance	nciks	aciks	pubfloatusd	floatdate	floataxis	floatmems
0001213900-24-000681	1883984	ALTERNUS CLEAN ENERGY, INC.	4931	US	TX	BEE CAVE	78738	12600 HILL COUNTRY BLVD.	BUILDING R, SUITE 275	800-508-1531	US	TX	BEE CAVE	78738	12600 HILL COUNTRY BLVD.	BUILDING R, SUITE 275	US	DE	871431377	CLEAN EARTH ACQUISITIONS CORP.	20210920	4-NON	0	1231	8-K	20231231			20240103	2024-01-03 15:09:00.0	0	0	ea191104-8k_alternus_htm.xml	1					
0001213900-24-000769	1610718	OUTDOOR SPECIALTY PRODUCTS, INC.	3949	US	UT	SALT LAKE CITY	84109	3842 QUAIL HOLLOW DRIVE		801-560-5184	US	UT	SALT LAKE CITY	84109	3842 QUAIL HOLLOW DRIVE		US	UT	464854952			4-NON	0	0930	10-K	20230930	2023	FY	20240103	2024-01-03 16:01:00.0	0	1	f10k2023_outdoorspec_htm.xml	1		96011.00	20230331		1
0001213900-24-000794	1834755	SOCIAL LEVERAGE ACQUISITION CORP I	6199	US	AZ	SCOTTSDALE	85258	8390 E. VIA DE VENTURA SUITE F110-207		(302) 492-7522	US	AZ	SCOTTSDALE	85258	8390 E. VIA DE VENTURA SUITE F110-207				000000000			4-NON	0	1231	8-K	20231231			20240103	2024-01-03 16:10:00.0	0	0	ea191071-8k_sociallev1_htm.xml	1					
0001213900-24-000804	1840856	SOUNDHOUND AI, INC.	7372	US	DE	CLAYMONT	19703	2093 PHILADELPHIA PIKE #1968		650-560-4753	US	DE	CLAYMONT	19703	2093 PHILADELPHIA PIKE #1968		US	DE	000000000	ARCHIMEDES TECH SPAC PARTNERS CO	20210115	4-NON	0	1231	8-K	20231231			20240103	2024-01-03 16:14:00.0	0	0	ea190917-8k_soundhoun_htm.xml	1					
0001213900-24-000808	1922858	ECD AUTOMOTIVE DESIGN, INC.	3711	US	MA	HINGHAM	02043	24 SHIPYARD DRIVE, SUITE 102		929-528-0767	US	MA	HINGHAM	02043	24 SHIPYARD DRIVE, SUITE 102		US	DE	000000000	EF HUTTON ACQUISITION CORP I	20220411	4-NON	0	1231	8-K	20231231			20240103	2024-01-03 16:15:00.0	0	0	ea191066-8k_ecdauto_htm.xml	1					
0001213900-24-000815	1825962	QUADRO ACQUISITION ONE CORP.	6770	US	CA	LOS ANGELES	90027	2685 NOTTINGHAM AVENUE		302-738-6680	US	CA	LOS ANGELES	90027	2685 NOTTINGHAM AVENUE		KY		000000000	KISMET ACQUISITION TWO CORP.	20200924	4-NON	0	1231	8-K	20231231			20240103	2024-01-03 16:21:00.0	0	0	ea191025-8k_quadroacq1_htm.xml	1					
0001213900-24-000818	1930021	PONO CAPITAL THREE, INC.	3721	US	HI	HONOLULU	96816	4348 WAIALAE AVE., #632		8088926611	US	HI	HONOLULU	96816	4348 WAIALAE AVE., #632		US	DE	881263511			4-NON	0	1231	8-K	20231231			20240103	2024-01-03 16:31:00.0	0	0	ea191050-8k425_pono3_htm.xml	1					
0001213900-24-000848	1892025	OPTIMUS HEALTHCARE SERVICES, INC.	8731	US	NY	WESTBURY	11590	1400 OLD WESTBURY ROAD, SUITE 306		516-806-4201	US	NY	WESTBURY	11590	1400 OLD WESTBURY ROAD, SUITE 306		US	FL	650181535			4-NON	0	1231	8-K	20231231			20240103	2024-01-03 16:50:00.0	0	0	ea191110-8k_optimus_htm.xml	1					
0001213900-24-000858	1553643	RELMADA THERAPEUTICS, INC.	2834	US	FL	CORAL GABLES	33134	2222 PONCE DE LEON BLVD. 3RD FLOOR		646 876 3459	US	FL	CORAL GABLES	33134	2222 PONCE DE LEON BLVD. 3RD FLOOR		US	NV	455401931	CAMP NINE, INC.	20120706	4-NON	0	1231	8-K	20231231			20240103	2024-01-03 17:00:00.0	0	0	ea191111-8k_relmada_htm.xml	1					
0001213900-24-000859	1769624	AGBA GROUP HOLDING LTD.	6282	HK		WAN CHAI	00000	AGBA TOWER	68 JOHNSTON ROAD	852 3601 8000	HK		WAN CHAI	00000	AGBA TOWER	68 JOHNSTON ROAD			000000000	AGBA ACQUISITION LTD	20190304	4-NON	0	1231	8-K	20231231			20240103	2024-01-03 17:01:00.0	0	0	ea190963-8k_agbagroup_htm.xml	1					
0001213900-24-000860	1861063	AQUARON ACQUISITION CORP.	6770	US	NY	NEW YORK	10022	515 MADISON AVENUE	8TH FLOOR	(86)13122310095	US	NY	NEW YORK	10022	515 MADISON AVENUE	8TH FLOOR			000000000			4-NON	0	1231	8-K	20231231			20240103	2024-01-03 17:03:00.0	0	0	ea191023-8k425_aquaron_htm.xml	1					
0001213900-24-000868	1529113	INPIXON	7371	US	CA	PALO ALTO	94303	2479 E. BAYSHORE ROAD	SUITE 195	(408) 702-2167	US	CA	PALO ALTO	94303	2479 E. BAYSHORE ROAD	SUITE 195	US	NV	880434915	SYSOREX GLOBAL	20160216	4-NON	0	1231	8-K	20231231			20240103	2024-01-03 17:15:00.0	0	0	ea191043-8k_inpixon_htm.xml	1					
0001213900-24-000872	1882963	AIB ACQUISITION CORP	6770	US	NY	NEW YORK	10022	875 3RD AVENUE, SUITE M204A		2123808128	US	NY	NEW YORK	10022	875 3RD AVENUE, SUITE M204A		KY		000000000			4-NON	0	1231	8-K	20231231			20240103	2024-01-03 17:19:00.0	0	0	ea191042-8k425_aibacq_htm.xml	1					
0001214816-24-000003	1214816	AXIS CAPITAL HOLDINGS LTD	6331	BM		PEMBROKE	HM 08	92 PITTS BAY ROAD		(441) 496-2600	BM		PEMBROKE	HM 08	92 PITTS BAY ROAD				000000000			1-LAF	0	1231	8-K	20231231			20240103	2024-01-03 17:24:00.0	0	0	axs-20231229_htm.xml	1					
0001308179-24-000003	764401	INSTEEL INDUSTRIES INC	3310	US	NC	MOUNT AIRY	27030	1373 BOGGS DR		3367862141	US	NC	MOUNT AIRY	27030	1373 BOGGS DRIVE		US	NC	560674867	EXPOSAIC INDUSTRIES INC	19880511	2-ACC	0	0930	DEF 14A	20240131			20240103	2024-01-03 12:00:00.0	0	0	liiin2024_def14a_htm.xml	1					
0001325814-24-000002	1325814	FEDERAL HOME LOAN BANK OF DES MOINES	6111	US	IA	DES MOINES	50309	909 LOCUST STREET		515-412-2100	US	IA	DES MOINES	50309	909 LOCUST STREET		US		426000149			4-NON	0	1231	8-K	20231231			20240103	2024-01-03 13:37:00.0	0	0	fhlbdm-20231227_htm.xml	1					
0001325878-24-000002	1325878	FEDERAL HOME LOAN BANK OF TOPEKA	6111	US	KS	TOPEKA	66601-0176	500 SW WANAMAKER ROAD	PO BOX 176	785 233 0507	US	KS	TOPEKA	66601-0176	500 SW WANAMAKER ROAD	PO BOX 176			480561319			4-NON	0	1231	8-K	20231231			20240103	2024-01-03 10:17:00.0	1	0	fhlbt-20231227_htm.xml	1					
0001325878-24-000006	1325878	FEDERAL HOME LOAN BANK OF TOPEKA	6111	US	KS	TOPEKA	66601-0176	500 SW WANAMAKER ROAD	PO BOX 176	785 233 0507	US	KS	TOPEKA	66601-0176	500 SW WANAMAKER ROAD	PO BOX 176			480561319			4-NON	0	1231	8-K	20231231			20240103	2024-01-03 14:16:00.0	1	0	fhlbt-20240101_htm.xml	1					
0001325878-24-000009	1325878	FEDERAL HOME LOAN BANK OF TOPEKA	6111	US	KS	TOPEKA	66601-0176	500 SW WANAMAKER ROAD	PO BOX 176	785 233 0507	US	KS	TOPEKA	66601-0176	500 SW WANAMAKER ROAD	PO BOX 176			480561319			4-NON	0	1231	8-K/A	20231031			20240103	2024-01-03 14:58:00.0	1	0	fhlbt-20231101_htm.xml	1					
0001331451-24-000002	1331451	FEDERAL HOME LOAN BANK OF CHICAGO	6111	US	IL	CHICAGO	60607	433 WEST VAN BUREN STREET	SUITE 501S	(312)565-5700	US	IL	CHICAGO	60607	433 WEST VAN BUREN STREET	SUITE 501S	US		000000000			4-NON	0	1231	8-K	20231231			20240103	2024-01-03 11:54:00.0	0	0	fhlbc-20231228_htm.xml	1					
0001331757-24-000004	1331757	FEDERAL HOME LOAN BANK OF DALLAS	6111	US	TX	IRVING	75063	8500 FREEPORT PARKWAY SOUTH	SUITE 100	214-441-8500	US	TX	IRVING	75063	8500 FREEPORT PARKWAY SOUTH	SUITE 100			716013989			4-NON	0	1231	8-K	20231231			20240103	2024-01-03 12:17:00.0	0	0	fhlbd-20231229_htm.xml	1					
0001364250-24-000003	1364250	DOUGLAS EMMETT INC	6798	US	CA	SANTA MONICA	90401	1299 OCEAN AVENUE, SUITE 1000		310-255-7700	US	CA	SANTA MONICA	90401	1299 OCEAN AVENUE, SUITE 1000		US	MD	203073047			1-LAF	0	1231	8-K	20231231			20240103	2024-01-03 17:13:00.0	0	0	nysedei-20231227_htm.xml	1					
0001376474-24-000002	724910	NVE CORP /NEW/	3674	US	MN	EDEN PRAIRIE	55344	11409 VALLEY VIEW ROAD		9528299217	US	MN	EDEN PRAIRIE	55344	11409 VALLEY VIEW ROAD		US	MN	411424202	PREMIS CORP	19920703	4-NON	0	0331	8-K/A	20051231			20240103	2024-01-03 16:06:00.0	0	0	nvec-20060101_htm.xml	1					
0001384905-24-000003	1384905	RINGCENTRAL, INC.	7374	US	CA	BELMONT	94002	20 DAVIS DRIVE		650-472-4100	US	CA	BELMONT	94002	20 DAVIS DRIVE				943322844	RINGCENTRAL INC	20070103	1-LAF	0	1231	8-K	20231231			20240103	2024-01-03 16:07:00.0	0	0	rng-20231229_htm.xml	1					
0001437749-24-000284	1650696	LAIRD SUPERFOOD, INC.	2000	US	OR	SISTERS	97759	275 W. LUNDGREN MILL DR.		(541) 548-0577	US	OR	SISTERS	97759	275 W. LUNDGREN MILL DR.		US	OR	474373641	LAIRD SUPERFOOD, LLC	20150811	4-NON	0	1231	8-K	20231231			20240103	2024-01-02 21:42:00.0	0	0	lsf20240102_8k_htm.xml	1					
0001437749-24-000289	925741	BIOCARDIA, INC.	2836	US	CA	SUNNYVALE	94085	320 SOQUEL WAY		650-226-0123	US	CA	SUNNYVALE	94085	320 SOQUEL WAY		US	DE	232753988	TIGER X MEDICAL, INC.	20110616	4-NON	0	1231	8-K	20231231			20240103	2024-01-03 07:00:00.0	0	0	bcda20240102_8k_htm.xml	1					
0001437749-24-000290	728387	PERSPECTIVE THERAPEUTICS, INC.	3841	US	WA	SEATTLE	98121	2401 ELLIOTT AVENUE	SUITE 320	(509) 375-1202	US	WA	SEATTLE	98121	2401 ELLIOTT AVENUE	SUITE 320	US	DE	411458152	ISORAY, INC.	20181231	4-NON	0	1231	8-K	20231231			20240103	2024-01-03 08:01:00.0	1	0	isr20240102_8k_htm.xml	1					
0001437749-24-000295	1471824	TEUCRIUM COMMODITY TRUST	6221	US	VT	BURLINGTON	05401	THREE MAIN STREET	SUITE 215	802-540-0019	US	VT	BURLINGTON	05401	THREE MAIN STREET	SUITE 215			000000000			1-LAF	0	1231	8-K	20231231			20240103	2024-01-03 09:59:00.0	0	0	tags20240102_8k_htm.xml	1					
0001437749-24-000371	1172358	DORCHESTER MINERALS, L.P.	1311	US	TX	DALLAS	75219-4541	3838 OAK LAWN AVENUE	SUITE 300	2145590300	US	TX	DALLAS	75219-4541	3838 OAK LAWN AVENUE	SUITE 300	US	DE	810551518	DORCHESTER MINERALS LP	20020430	1-LAF	0	1231	8-K	20231231			20240103	2024-01-03 16:14:00.0	0	0	dmlp20240102_8k_htm.xml	1					
0001437749-24-000383	1378590	BRIDGELINE DIGITAL, INC.	7372	US	MA	WOBURN	01801	100 TRADE CENTER, SUITE G-700		781 376 5555	US	MA	WOBURN	01801	100 TRADE CENTER, SUITE G-700		US	DE	522263942	BRIDGELINE SOFTWARE, INC.	20061018	4-NON	0	0930	8-K	20231231			20240103	2024-01-03 16:26:00.0	0	0	blin20231227_8k_htm.xml	1					
0001437749-24-000389	1126956	SPIRE INC	4924	US	MO	ST LOUIS	63101	700 MARKET STREET		3143420500	US	MO	ST LOUIS	63101	700 MARKET STREET		US	MO	742976504	LACLEDE GROUP INC	20001024	1-LAF	0	0930	8-K	20231231			20240103	2024-01-03 16:47:00.0	0	0	spre20231220_8k_htm.xml	2	57183				
0001437749-24-000419	1411685	VISTAGEN THERAPEUTICS, INC.	2834	US	CA	SOUTH SAN FRANCISCO	94080	343 ALLERTON AVENUE		650-577-3600	US	CA	SOUTH SAN FRANCISCO	94080	343 ALLERTON AVENUE		US	NV	205093315	VISTAGEN THERAPEUTICS, INC.	20110610	4-NON	0	0331	8-K	20231231			20240103	2024-01-03 17:10:00.0	0	0	vtgn20240103_8k_htm.xml	1					
0001437749-24-000422	1589061	GYRODYNE, LLC	6512	US	NY	ST. JAMES	11780	1 FLOWERFIELD, SUITE 24		631-584-5400	US	NY	ST. JAMES	11780	1 FLOWERFIELD, SUITE 24		US	NY	463838291			4-NON	0	1231	8-K	20231231			20240103	2024-01-03 17:14:00.0	0	0	gyrllc20240103_8k_htm.xml	1					
0001437749-24-000437	1823587	SKY HARBOUR GROUP CORP	6500	US	NE	OMAHA	68102	1601 DODGE STREET	SUITE 3300	(402) 225-6511	US	NE	OMAHA	68102	1601 DODGE STREET	SUITE 3300	US	DE	852732947	YELLOWSTONE ACQUISITION CO	20200903	4-NON	0	1231	8-K	20231231			20240103	2024-01-03 17:26:00.0	0	0	ysac20240102_8k_htm.xml	1					
0001477932-24-000016	1750777	HAWKEYE SYSTEMS, INC.	3861	US	GA	SAVANNAH	31405	6605 ABERCORN	SUITE 204	912-388-6720	US	GA	SAVANNAH	31405	6605 ABERCORN	SUITE 204	US	NV	830799093			4-NON	0	0630	8-K	20231130			20240103	2024-01-02 17:54:00.0	0	0	hwke_8k_htm.xml	1					
0001482512-24-000006	1482512	HUDSON PACIFIC PROPERTIES, INC.	6500	US	CA	LOS ANGELES	90025	11601 WILSHIRE BLVD.	NINTH FLOOR	(310) 445-5700	US	CA	LOS ANGELES	90025	11601 WILSHIRE BLVD.	NINTH FLOOR	US	MD	271430478			1-LAF	0	1231	8-K	20231231			20240103	2024-01-03 14:46:00.0	0	0	hpp-20231227_htm.xml	2	1496264				
0001486957-24-000006	1486957	BWX TECHNOLOGIES, INC.	3510	US	VA	LYNCHBURG	24504	800 MAIN STREET	4TH FLOOR	980-365-4300	US	VA	LYNCHBURG	24504	800 MAIN STREET	4TH FLOOR	US	DE	800558025	BABCOCK & WILCOX CO	20100311	1-LAF	0	1231	8-K	20231231			20240103	2024-01-03 07:06:00.0	0	0	bwxt-20240103_htm.xml	1					
0001493152-24-000148	1861622	JET.AI INC.	4522	US	NV	LAS VEGAS	89135	10845 GRIFFITH PEAK DR.,	SUITE 200	702-747-4000	US	NV	LAS VEGAS	89135	10845 GRIFFITH PEAK DR.,	SUITE 200	US	DE	000000000	OXBRIDGE ACQUISITION CORP.	20210511	4-NON	0	1231	8-K	20231231			20240103	2024-01-02 18:21:00.0	0	0	form8-k_htm.xml	1					
0001493152-24-000160	1849380	ONEMEDNET CORP	8731	GB		SURREY	KT9 1BD	TRIDENT COURT, 1 OAKCROFT ROAD	CHESSINGTON	011-44-208-090-2009	GB		SURREY	KT9 1BD	TRIDENT COURT, 1 OAKCROFT ROAD	CHESSINGTON	US	DE	862076743	DATA KNIGHTS ACQUISITION CORP.	20210304	4-NON	0	1231	8-K	20231231			20240103	2024-01-02 19:50:00.0	0	0	form8-k_htm.xml	1					
0001493152-24-000189	1409624	HIMALAYA TECHNOLOGIES, INC	1311	US	PA	PITTSBURGH	15222	625 STANWIX ST. #2504		(212) 731-4806	US	PA	PITTSBURGH	15222	625 STANWIX ST. #2504		US	NV	260841675	HOMELAND RESOURCES LTD.	20070813	4-NON	0	0731	8-K/A	20231231			20240103	2024-01-03 06:36:00.0	1	0	form-8ka_htm.xml	1					
0001493152-24-000192	1360214	HARROW, INC.	2834	US	TN	NASHVILLE	37215	102 WOODMONT BLVD	SUITE 610	615.733.4731	US	TN	NASHVILLE	37215	102 WOODMONT BLVD	SUITE 610	US	DE	450567010	HARROW HEALTH, INC.	20181228	4-NON	0	1231	8-K	20231231			20240103	2024-01-03 08:01:00.0	0	0	form8-k_htm.xml	1					
0001493152-24-000193	890821	ENVERIC BIOSCIENCES, INC.	2834	US	FL	NAPLES	34103	4851 TAMIAMI TRAIL N, SUITE 200		239-302-1707	US	FL	NAPLES	34103	4851 TAMIAMI TRAIL N, SUITE 200		US	DE	954484725	AMERI HOLDINGS, INC.	20150527	4-NON	0	1231	8-K	20231231			20240103	2024-01-03 08:05:00.0	0	0	form8-k_htm.xml	1					
0001493152-24-000196	788611	SIGMA ADDITIVE SOLUTIONS, INC.	3990	US	NM	SANTE FE	87507	3900 PASEO DEL SOL		(505) 438-2576	US	NM	SANTE FE	87507	3900 PASEO DEL SOL		US	NV	820404220	SIGMA LABS, INC.	20101014	4-NON	0	1231	8-K	20231231			20240103	2024-01-03 08:30:00.0	1	0	form8-k_htm.xml	1					
0001493152-24-000208	1463208	TRANSPORTATION & LOGISTICS SYSTEMS, INC.	4700	US	FL	JUPITER	33458	5500 MILITARY TRAIL	SUITE 22-357	1.833.764.1443	US	FL	JUPITER	33458	5500 MILITARY TRAIL	SUITE 22-357	US	NV	263106763	PETROTERRA CORP.	20120215	4-NON	0	1231	8-K	20231231			20240103	2024-01-03 09:00:00.0	0	0	form8-k_htm.xml	1					
0001493152-24-000209	1069530	CASSAVA SCIENCES INC	2834	US	TX	AUSTIN	78731	6801 N CAPITAL OF TEXAS HIGHWAY	BUILDING 1; SUITE 300	512-501-2444	US	TX	AUSTIN	78731	6801 N CAPITAL OF TEXAS HIGHWAY	BUILDING 1; SUITE 300	US	DE	911911336	PAIN THERAPEUTICS INC	20000309	1-LAF	0	1231	8-K	20231231			20240103	2024-01-03 09:10:00.0	0	0	form8-k_htm.xml	1					
0001493152-24-000236	1760903	SAFETY SHOT, INC.	2844	US	FL	JUPITER	33477	1061 E. INDIANTOWN RD.	STE. 110	561-325-0482	US	FL	JUPITER	33477	1061 E. INDIANTOWN RD.	STE. 110	US	DE	832455880	JUPITER WELLNESS, INC.	20200615	4-NON	0	1231	8-K	20231231			20240103	2024-01-03 12:08:00.0	1	0	form8-k_htm.xml	1					
0001493152-24-000295	1100397	AYALA PHARMACEUTICALS, INC.	2834	US	NJ	MONMOUTH JUNCTION	08852	9 DEER PARK DRIVE	SUITE K-1	732 545 1590	US	NJ	MONMOUTH JUNCTION	08852	9 DEER PARK DRIVE	SUITE K-1	US	DE	841521955	ADVAXIS, INC.	20050105	4-NON	0	1231	8-K/A	20231031			20240103	2024-01-03 16:19:00.0	0	0	form8-ka_htm.xml	1					
0001493152-24-000300	1589361	WHITE RIVER ENERGY CORP.	4700	US	AR	FAYETTEVILLE	72701	609 W/ DICKSON ST., SUITE 102 G		(800) 203-5610	US	AR	FAYETTEVILLE	72701	609 W/ DICKSON ST., SUITE 102 G		US	NV	453797537	FORTIUM HOLDINGS CORP.	20210519	4-NON	0	0331	8-K	20231231			20240103	2024-01-03 16:24:00.0	0	0	form8-k_htm.xml	1					
0001493152-24-000307	1672571	ANTIAGING QUANTUM LIVING INC.	7331	US	NY	FLUSHING	11354	135-22 NORTHERN BLVD	2ND FL	9174705393	US	NY	FLUSHING	11354	135-22 NORTHERN BLVD	2ND FL	US	NY	472643986	ACHISON INC	20160419	4-NON	0	0331	8-K	20231231			20240103	2024-01-03 16:31:00.0	0	0	form8-k_htm.xml	1					
0001493152-24-000308	1883983	VISION SENSING ACQUISITION CORP.	6770	US	FL	MIAMI	33130	78 SW 7TH STREET SUITE 500		85298580029	US	FL	MIAMI	33130	78 SW 7TH STREET SUITE 500		US	DE	872323481			4-NON	0	1231	8-K	20231231			20240103	2024-01-03 16:36:00.0	0	0	form8-k_htm.xml	1					
0001493152-24-000313	1392694	SURGEPAYS, INC.	4813	US	TN	BARTLETT	38133	3124 BROTHER BLVD	SUITE 104	901-302-9587	US	TN	BARTLETT	38133	3124 BROTHER BLVD	SUITE 104	US	NV	980550352	SURGE HOLDINGS, INC.	20180102	4-NON	0	1231	8-K	20231231			20240103	2024-01-03 16:56:00.0	0	0	form8-k_htm.xml	1					
0001493152-24-000316	1435064	CEMTREX INC	3670	US	NY	BROOKLYN	11222	276 GREENPOINT AVE. BLD 8 SUITE 208		631 756 9116	US	NY	BROOKLYN	11222	276 GREENPOINT AVE. BLD 8 SUITE 208		US	DE	000000000			4-NON	0	0930	8-K	20231231			20240103	2024-01-03 17:01:00.0	0	0	form8-k_htm.xml	1					
0001493152-24-000331	1648087	AMERICAN REBEL HOLDINGS INC	3490	US	TN	NASHVILLE	37204	718 THOMPSON LANE, STE 108-199		833-267-3235	US	TN	NASHVILLE	37204	718 THOMPSON LANE, STE 108-199		US	NV	473892903	CUBESCAPE INC	20150714	4-NON	0	1231	8-K	20231231			20240103	2024-01-03 17:21:00.0	0	0	form8-k_htm.xml	1					
0001493152-24-000334	1858685	BIOFRONTERA INC.	2834	US	MA	WOBURN	01801	120 PRESIDENTIAL WAY,	SUITE 330	781-245-1325	US	MA	WOBURN	01801	120 PRESIDENTIAL WAY,	SUITE 330	US	DE	473765675			4-NON	0	1231	8-K	20231231			20240103	2024-01-03 17:27:00.0	1	0	form8-k_htm.xml	1					
0001493152-24-000337	1855631	AERWINS TECHNOLOGIES INC.	3721	JP		MINATO-KU, TOKYO	105-0011	SHIBA KOEN ANNEX 6 F, 1-8,	SHIBA KOEN 3-CHOME	813-6409-6761	JP		MINATO-KU, TOKYO	105-0011	SHIBA KOEN ANNEX 6 F, 1-8,	SHIBA KOEN 3-CHOME	US	DE	862049355	PONO CAPITAL CORP	20210708	4-NON	0	1231	8-K	20231231			20240103	2024-01-03 17:29:00.0	0	0	form8-k_htm.xml	1					
0001493152-24-000338	1417926	INVO BIOSCIENCE, INC.	3841	US	FL	SARASOTA	34240	5582 BROADCAST COURT		(978) 878-9505	US	FL	SARASOTA	34240	5582 BROADCAST COURT		US	NV	204036208	EMY'S SALSA AJI DISTRIBUTION COMPANY, INC.	20071108	4-NON	0	1231	8-K	20231231			20240103	2024-01-03 17:30:00.0	1	0	form8-k_htm.xml	1					
0001493152-24-000339	1528172	ENDONOVO THERAPEUTICS, INC.	3845	US	CA	WOODLAND HILLS	91367	6320 CANOGA AVENUE	15TH FLOOR	(800) 489-4774	US	CA	WOODLAND HILLS	91367	6320 CANOGA AVENUE	15TH FLOOR	US	DE	452552528	HANOVER PORTFOLIO ACQUISITIONS, INC.	20110920	4-NON	0	1231	8-K	20231231			20240103	2024-01-03 17:30:00.0	0	0	form8-k_htm.xml	1					
0001498710-24-000018	1498710	SPIRIT AIRLINES, INC.	4512	US	FL	MIRAMAR	33025	2800 EXECUTIVE WAY		954-447-7920	US	FL	MIRAMAR	33025	2800 EXECUTIVE WAY		US	DE	381747023			1-LAF	0	1231	8-K	20231231			20240103	2024-01-03 16:38:00.0	0	0	save-20240103_htm.xml	1					
0001528129-24-000002	1528129	VITAL ENERGY, INC.	1311	US	OK	TULSA	74120	521 E. SECOND STREET SOUTH	SUITE 1000	918-513-4570	US	OK	TULSA	74120	521 E. SECOND STREET SOUTH	SUITE 1000	US	DE	453007926	LAREDO PETROLEUM, INC.	20140102	1-LAF	0	1231	8-K	20231231			20240103	2024-01-03 16:37:00.0	0	0	vtle-20240103_htm.xml	1					
0001534504-24-000002	1534504	PBF ENERGY INC.	2911	US	NJ	PARSIPPANY	07054	1 SYLVAN WAY		973-455-7500	US	NJ	PARSIPPANY	07054	1 SYLVAN WAY		US	DE	000000000			1-LAF	0	1231	8-K	20231231			20240103	2024-01-03 10:25:00.0	0	0	pbf-20240102_htm.xml	2	1566011				
0001558370-24-000019	1818844	VIRIOS THERAPEUTICS, INC.	2834	US	GA	ALPHARETTA	30009	44 MILTON AVENUE		8666208655	US	GA	ALPHARETTA	30009	44 MILTON AVENUE		US	DE	854314201	VIRIOS THERAPEUTICS, LLC	20200721	4-NON	0	1231	8-K	20231231			20240103	2024-01-03 07:06:00.0	0	0	tmb-20240103x8k_htm.xml	1					
0001558370-24-000021	1374339	PROMIS NEUROSCIENCES INC.	2834	CA	ON	TORONTO	M4S 3E2	SUITE 200, 1920 YONGE STREET		416-847-6898	CA	ON	TORONTO	M4S 3E2	SUITE 200, 1920 YONGE STREET		CA		000000000	AMORFIX LIFE SCIENCES LTD	20060831	4-NON	0	1231	8-K	20231231			20240103	2024-01-03 07:07:00.0	0	0	pmn-20231230x8k_htm.xml	1					
0001558370-24-000026	1495932	EXP WORLD HOLDINGS, INC.	6531	US	WA	BELLINGHAM	98226	2219 RIMLAND DR., SUITE 301		360-685-4206	US	WA	BELLINGHAM	98226	2219 RIMLAND DR., SUITE 301		US	DE	980681092	EXP REALTY INTERNATIONAL CORP	20130909	1-LAF	0	1231	8-K	20231231			20240103	2024-01-03 10:00:00.0	0	0	expi-20240103x8k_htm.xml	1					
0001558370-24-000028	1745032	LODGING FUND REIT III, INC.	6798	US	ND	FARGO	58103	1635 43RD STREET SOUTH, SUITE 205		(701)630-6500	US	ND	FARGO	58103	1635 43RD STREET SOUTH, SUITE 205		US	MD	830556111			4-NON	0	1231	8-K	20231231			20240103	2024-01-03 12:16:00.0	0	0	lfr-20231227x8k_htm.xml	1					
0001558370-24-000031	1840233	XILIO THERAPEUTICS, INC.	2834	US	MA	WALTHAM	02451	828 WINTER STREET		617-833-1027	US	MA	WALTHAM	02451	828 WINTER STREET		US	DE	851623397			4-NON	0	1231	8-K	20231231			20240103	2024-01-03 16:05:00.0	0	0	xlo-20240101x8k_htm.xml	1					
0001562762-24-000003	16160	CAL-MAINE FOODS INC	0200	US	MS	RIDGELAND	39157	1052 HIGHLAND COLONY PKWY		6019486813	US	MS	RIDGELAND	39157	1052 HIGHLAND COLONY PKWY	SUITE 200	US	DE	640500378	CAL MAINE FOODS INC	19961018	1-LAF	0	0531	8-K	20231231			20240103	2024-01-03 16:06:00.0	0	0	calm8k20240103_htm.xml	1					
0001562762-24-000004	16160	CAL-MAINE FOODS INC	0200	US	MS	RIDGELAND	39157	1052 HIGHLAND COLONY PKWY		6019486813	US	MS	RIDGELAND	39157	1052 HIGHLAND COLONY PKWY	SUITE 200	US	DE	640500378	CAL MAINE FOODS INC	19961018	1-LAF	0	0531	10-Q	20231130	2024	Q2	20240103	2024-01-03 16:07:00.0	0	1	calm2024q2_htm.xml	1					
0001564708-24-000004	1564708	NEWS CORP	2711	US	NY	NEW YORK	10036	1211 AVENUE OF THE AMERICAS		212-416-3400	US	NY	NEW YORK	10036	1211 AVENUE OF THE AMERICAS		US	DE	000000000	NEWS CORP	20130628	1-LAF	0	0630	8-K	20231231			20240103	2024-01-02 18:12:00.0	0	0	nws-20240102_htm.xml	1					
0001599298-24-000004	1599298	SUMMIT THERAPEUTICS INC.	2834	US	CA	MENLO PARK	94025	2882 SAND HILL ROAD	SUITE 106	617-514-7149	US	CA	MENLO PARK	94025	2882 SAND HILL ROAD	SUITE 106	US	DE	000000000	SUMMIT THERAPEUTICS PLC	20150219	4-NON	0	1231	8-K	20231231			20240103	2024-01-03 16:07:00.0	0	0	smmt-20240103_htm.xml	1					
0001599916-24-000007	1874138	SPARX HOLDINGS GROUP, INC.	3585	US	RI	CRANSTON	02910	780 RESERVOIR AVENUE, #123		401-641-0405	US	RI	CRANSTON	02910	780 RESERVOIR AVENUE, #123		US	NV	000000000	PRIME TIME HOLDINGS, INC.	20210721	4-NON	0	0630	8-K/A	20231231			20240103	2024-01-03 13:41:00.0	0	0	form8k12292sfrao_htm.xml	1					
